,RUN,N_COMPONENTS,TOPICS_THRESHOLD,NEIGHBORS,QUANTILE_THRESHOLD,orig_avg_accuracy,nmf_avg_accuracy,lda_avg_accuracy,lda_w2v_avg_accuracy,nmf_avg_tags_number_accuracy,lda_avg_tags_number_accuracy,lda_w2v_avg_tags_number_accuracy,nmf_global_accuracy,lda_global_accuracy,lda_global_avg_accuracy,orig_med_accuracy,nmf_med_accuracy,lda_med_accuracy,lda_w2v_med_accuracy,orig_avg_tags_number,nmf_avg_tags_number,lda_avg_tags_number,lda_w2v_avg_tags_number,orig_med_tags_number,nmf_med_tags_number,lda_med_tags_number,lda_w2v_med_tags_number
134,134,20,0.35000000000000003,20,0.75,0.5321383647798742,0.5964905660377358,0.5808176100628931,0.5872452830188679,0.5822938976279471,0.5765205716737977,0.5974945621280704,0.5917583432344729,0.5793852639331947,0.5906617093886021,0.5321383647798742,0.5964905660377358,0.5808176100628931,0.5872452830188679,2.1192452830188677,5.502641509433962,7.1267924528301885,5.1977358490566035,2.0,5.0,5.0,5.0
135,135,20,0.35000000000000003,20,0.8,0.5321383647798742,0.5895094339622641,0.5808176100628931,0.5843522012578616,0.5910542558623246,0.5777850549586854,0.6077128770042122,0.5900243745956176,0.5798067583614905,0.5921390931733118,0.5321383647798742,0.5895094339622641,0.5808176100628931,0.5843522012578616,2.1192452830188677,5.296603773584906,7.0852830188679246,4.892075471698114,2.0,5.0,5.0,5.0
136,136,20,0.4,5,0.75,0.5321383647798742,0.5618867924528302,0.560566037735849,0.5782641509433962,0.6358935533876202,0.6164494946271254,0.6248055566167663,0.5865557127644269,0.5791938566996078,0.5937779528345196,0.5321383647798742,0.5618867924528302,0.560566037735849,0.5782641509433962,2.1192452830188677,4.270188679245283,4.488301886792453,4.384905660377359,2.0,4.0,4.0,4.0
137,137,20,0.4,5,0.8,0.5321383647798742,0.559748427672956,0.560188679245283,0.5754968553459119,0.6429759461482505,0.6168747197332918,0.6334529388538735,0.5874909338313875,0.5790840260746193,0.5948155498485658,0.5321383647798742,0.559748427672956,0.560188679245283,0.5754968553459119,2.1192452830188677,4.08754716981132,4.467924528301887,4.201509433962264,2.0,4.0,4.0,4.0
138,138,20,0.4,10,0.75,0.5321383647798742,0.5659119496855345,0.5722012578616352,0.5780628930817611,0.6189383437835734,0.5950280374697362,0.6067330079711087,0.5835874143848808,0.5798101843976688,0.587619598044877,0.5321383647798742,0.5659119496855345,0.5722012578616352,0.5780628930817611,2.1192452830188677,4.6407547169811325,5.667169811320755,4.871698113207547,2.0,4.0,4.0,5.0
139,139,20,0.4,10,0.8,0.5321383647798742,0.5613207547169812,0.5720125786163522,0.5743522012578616,0.6263211713460882,0.5954469759025456,0.6197579033696927,0.5829875602600169,0.5798240443784167,0.5894874352951386,0.5321383647798742,0.5613207547169812,0.5720125786163522,0.5743522012578616,2.1192452830188677,4.476981132075472,5.654339622641509,4.605283018867924,2.0,4.0,4.0,4.0
140,140,20,0.4,15,0.75,0.5321383647798742,0.5802012578616352,0.5774213836477987,0.5793207547169812,0.6079332816802315,0.5884290791567989,0.6058491581430345,0.5894452658011673,0.5810906154841321,0.5881635558589989,0.5321383647798742,0.5802012578616352,0.5774213836477987,0.5793207547169812,2.1192452830188677,4.915471698113207,6.3283018867924525,4.90566037735849,2.0,5.0,5.0,5.0
141,141,20,0.4,15,0.8,0.5321383647798742,0.5763018867924528,0.5774213836477987,0.5754213836477987,0.617004407816349,0.5885833726570543,0.6188778200319065,0.5898693938004181,0.5811420466508839,0.5899068624425013,0.5321383647798742,0.5763018867924528,0.5774213836477987,0.5754213836477987,2.1192452830188677,4.732830188679245,6.311698113207547,4.577358490566038,2.0,4.0,5.0,4.0
142,142,20,0.4,20,0.75,0.5321383647798742,0.5850440251572327,0.5783647798742138,0.5822767295597484,0.6030277041633365,0.5851361243791028,0.6063019164581845,0.591038584825934,0.5806218947091768,0.5902851251925605,0.5321383647798742,0.5850440251572327,0.5783647798742138,0.5822767295597484,2.1192452830188677,5.064905660377359,6.535094339622641,4.876981132075472,2.0,5.0,5.0,5.0
143,143,20,0.4,20,0.8,0.5321383647798742,0.5802641509433962,0.5781132075471698,0.5807044025157232,0.6115548446218237,0.5853166963252321,0.6125795844516576,0.5906943821695387,0.5805143704731905,0.5913294631610347,0.5321383647798742,0.5802641509433962,0.5781132075471698,0.5807044025157232,2.1192452830188677,4.846037735849056,6.52377358490566,4.655849056603774,2.0,5.0,5.0,4.0
144,144,20,0.45,5,0.75,0.5321383647798742,0.5540251572327043,0.559433962264151,0.5736729559748428,0.6455558903733661,0.6205376319226416,0.6299271624188875,0.5845354016129249,0.5798018521503145,0.5924243581228578,0.5321383647798742,0.5540251572327043,0.559433962264151,0.5736729559748428,2.1192452830188677,4.123773584905661,4.390188679245283,4.273962264150944,2.0,4.0,4.0,4.0
145,145,20,0.45,5,0.8,0.5321383647798742,0.5530188679245283,0.559433962264151,0.5720377358490566,0.6504522772397258,0.6207454041058973,0.6351068114041025,0.5854966710295941,0.5798711095447331,0.5930607610340719,0.5321383647798742,0.5530188679245283,0.559433962264151,0.5720377358490566,2.1192452830188677,3.9758490566037734,4.384150943396226,4.137358490566037,2.0,4.0,4.0,4.0
146,146,20,0.45,10,0.75,0.5321383647798742,0.5562893081761006,0.569433962264151,0.5715974842767295,0.631202366559209,0.5999207086456996,0.6095533421943147,0.5812603276371368,0.5795962110580005,0.5842494369159246,0.5321383647798742,0.5562893081761006,0.569433962264151,0.5715974842767295,2.1192452830188677,4.400754716981132,5.515471698113208,4.755471698113207,2.0,4.0,4.0,4.0
147,147,20,0.45,10,0.8,0.5321383647798742,0.5542138364779874,0.5692452830188679,0.5654339622641509,0.6356473604570463,0.6006409335788173,0.6248026306252414,0.581358344471007,0.5797104998721844,0.5852235183845144,0.5321383647798742,0.5542138364779874,0.5692452830188679,0.5654339622641509,2.1192452830188677,4.300377358490566,5.48377358490566,4.390943396226415,2.0,4.0,4.0,4.0
148,148,20,0.45,15,0.75,0.5321383647798742,0.567622641509434,0.5735849056603773,0.5714088050314464,0.6246844475596033,0.5932951093303279,0.6134967861404921,0.586643243526157,0.5801549735503609,0.5854381320677949,0.5321383647798742,0.567622641509434,0.5735849056603773,0.5714088050314464,2.1192452830188677,4.597735849056604,6.029433962264151,4.756226415094339,2.0,4.0,4.0,4.0
149,149,20,0.45,15,0.8,0.5321383647798742,0.5656729559748428,0.5735849056603773,0.5688301886792453,0.6283258095161962,0.5934501201258945,0.6214312137699566,0.5865572404886272,0.5802066438155498,0.5863638637094825,0.5321383647798742,0.5656729559748428,0.5735849056603773,0.5688301886792453,2.1192452830188677,4.502641509433962,6.01433962264151,4.432452830188679,2.0,4.0,4.0,4.0
150,150,20,0.45,20,0.75,0.5321383647798742,0.5723396226415094,0.5738993710691824,0.5751194968553459,0.6216224733139543,0.5906031515221978,0.6130682516429309,0.5887672395323243,0.5794672978868541,0.5877690817845409,0.5321383647798742,0.5723396226415094,0.5738993710691824,0.5751194968553459,2.1192452830188677,4.656603773584906,6.189433962264151,4.6716981132075475,2.0,4.0,5.0,4.0
151,151,20,0.45,20,0.8,0.5321383647798742,0.5703270440251573,0.5738993710691824,0.5708427672955975,0.6238872887232135,0.5908078007665954,0.6235677925942897,0.5881804589245094,0.5795355143016535,0.5884177757284949,0.5321383647798742,0.5703270440251573,0.5738993710691824,0.5708427672955975,2.1192452830188677,4.563018867924528,6.175094339622642,4.40377358490566,2.0,4.0,5.0,4.0
152,152,20,0.5,5,0.75,0.5321383647798742,0.5529559748427673,0.5474213836477988,0.5589559748427673,0.6626727883550934,0.6246640752464361,0.636099286767712,0.5895282460135426,0.5731689475140113,0.5846704121510822,0.5321383647798742,0.5529559748427673,0.5474213836477988,0.5589559748427673,2.1192452830188677,3.769056603773585,4.264150943396227,4.133584905660378,2.0,3.0,4.0,4.0
153,153,20,0.5,5,0.8,0.5321383647798742,0.5529559748427673,0.5474213836477988,0.5577358490566038,0.663235460654529,0.6247370254250011,0.6386399951226216,0.5897158034466878,0.5731932642401996,0.5847038977452764,0.5321383647798742,0.5529559748427673,0.5474213836477988,0.5577358490566038,2.1192452830188677,3.749433962264151,4.258867924528302,4.036981132075471,2.0,3.0,4.0,4.0
154,154,20,0.5,10,0.75,0.5321383647798742,0.5532704402515722,0.5554716981132075,0.5600628930817609,0.653985036927812,0.60409173032258,0.6195127077179085,0.5868419724769854,0.5716783755163317,0.5798794979604768,0.5321383647798742,0.5532704402515722,0.5554716981132075,0.5600628930817609,2.1192452830188677,3.990188679245283,5.244528301886793,4.533584905660377,2.0,4.0,4.0,4.0
155,155,20,0.5,10,0.8,0.5321383647798742,0.5532704402515722,0.5554716981132075,0.5581761006289307,0.6548768017953157,0.6043930168228883,0.6236100829641968,0.5871392274328201,0.5717788043497678,0.5799874280740195,0.5321383647798742,0.5532704402515722,0.5554716981132075,0.5581761006289307,2.1192452830188677,3.970566037735849,5.225660377358491,4.36377358490566,2.0,4.0,4.0,4.0
156,156,20,0.5,15,0.75,0.5321383647798742,0.5546540880503145,0.559622641509434,0.5599371069182391,0.6486442517285232,0.5972303331763765,0.6213540289154182,0.5859841426097173,0.5721585387317482,0.5804094142506321,0.5321383647798742,0.5546540880503145,0.559622641509434,0.5599371069182391,2.1192452830188677,4.1366037735849055,5.726037735849056,4.449811320754717,2.0,4.0,4.0,4.0
157,157,20,0.5,15,0.8,0.5321383647798742,0.5546540880503145,0.559622641509434,0.5589937106918239,0.6496534688082438,0.5972606823804819,0.6268956168366029,0.5863205483029575,0.5721686551331167,0.5816276794067502,0.5321383647798742,0.5546540880503145,0.559622641509434,0.5589937106918239,2.1192452830188677,4.0966037735849055,5.72377358490566,4.372075471698113,2.0,4.0,4.0,4.0
158,158,20,0.5,20,0.75,0.5321383647798742,0.5561006289308176,0.5603144654088051,0.5589308176100629,0.6473114054651883,0.5936619652690185,0.6211921100405239,0.5865042211089412,0.571430298695543,0.57968458175355,0.5321383647798742,0.5561006289308176,0.5603144654088051,0.5589308176100629,2.1192452830188677,4.1675471698113205,5.880754716981132,4.493584905660377,2.0,4.0,5.0,4.0
159,159,20,0.5,20,0.8,0.5321383647798742,0.5559119496855345,0.5603144654088051,0.5602515723270439,0.6483873773476665,0.593692314473124,0.626673865580094,0.5867370922395785,0.5714404150969115,0.5823923367447272,0.5321383647798742,0.5559119496855345,0.5603144654088051,0.5602515723270439,2.1192452830188677,4.122264150943396,5.878490566037736,4.385660377358491,2.0,4.0,5.0,4.0
160,160,30,0.05,5,0.75,0.5321383647798742,0.5870440251572328,0.5685408805031447,0.6668553459119497,0.5709693802192324,0.541864790947874,0.5220591441162425,0.5816858101778993,0.5596488506513878,0.6185899453133806,0.5321383647798742,0.5870440251572328,0.5685408805031447,0.6668553459119497,2.1192452830188677,6.084528301886793,6.390188679245283,8.246037735849056,2.0,6.0,6.0,7.0
161,161,30,0.05,5,0.8,0.5321383647798742,0.5809433962264151,0.5681006289308176,0.6567421383647799,0.5839589476698094,0.5435280870184869,0.5395324153173757,0.5819485800408799,0.5599097816267073,0.6176722306823118,0.5321383647798742,0.5809433962264151,0.5681006289308176,0.6567421383647799,2.1192452830188677,5.720754716981132,6.262641509433962,7.339622641509434,2.0,5.0,6.0,6.0
162,162,30,0.05,10,0.75,0.5321383647798742,0.6072955974842768,0.6046415094339622,0.6909433962264151,0.5253678204512006,0.4848415806834669,0.4791802337200163,0.5799863384732514,0.5647081998504638,0.6203556753909488,0.5321383647798742,0.6072955974842768,0.6046415094339622,0.6909433962264151,2.1192452830188677,8.030188679245283,10.120754716981132,11.467924528301888,2.0,7.0,10.0,10.0
163,163,30,0.05,10,0.8,0.5321383647798742,0.6006918238993711,0.602566037735849,0.6783018867924528,0.5421720072902954,0.4894816018168006,0.49308623901379,0.5811852183630125,0.5648712257628329,0.6165633375328986,0.5321383647798742,0.6006918238993711,0.602566037735849,0.6783018867924528,2.1192452830188677,7.286037735849057,9.56754716981132,9.957735849056604,2.0,7.0,10.0,9.0
164,164,30,0.05,15,0.75,0.5321383647798742,0.6337861635220126,0.6245660377358491,0.6974842767295598,0.4968287435713344,0.45307408137868993,0.4574748655317368,0.5881336902051199,0.5674020522834627,0.6174811396636187,0.5321383647798742,0.6337861635220126,0.6245660377358491,0.6974842767295598,2.1192452830188677,9.459622641509434,13.44754716981132,13.742641509433962,2.0,9.0,14.0,12.0
165,165,30,0.05,15,0.8,0.5321383647798742,0.6267421383647799,0.6194716981132075,0.684125786163522,0.513550662245118,0.4579513895514803,0.47378955452902427,0.5890116463248926,0.5656315952592984,0.6140137089520228,0.5321383647798742,0.6267421383647799,0.6194716981132075,0.684125786163522,2.1192452830188677,8.302641509433963,12.576603773584905,11.564528301886792,2.0,8.0,12.0,10.0
166,166,30,0.05,20,0.75,0.5321383647798742,0.637811320754717,0.6386540880503145,0.7040251572327043,0.4810190780779004,0.4377069058840566,0.44761200943274765,0.5855472398624448,0.5716716939948953,0.618554107966052,0.5321383647798742,0.637811320754717,0.6386540880503145,0.7040251572327043,2.1192452830188677,10.383396226415094,16.003018867924528,15.223396226415094,2.0,10.0,16.0,14.0
167,167,30,0.05,20,0.8,0.5321383647798742,0.6293584905660378,0.634377358490566,0.6885911949685534,0.49569823334943214,0.4424787311304884,0.4628302424262906,0.5848050714938359,0.57041114937054,0.6133375441211325,0.5321383647798742,0.6293584905660378,0.634377358490566,0.6885911949685534,2.1192452830188677,9.056603773584905,15.010566037735849,13.076981132075472,2.0,9.0,15.0,12.0
168,168,30,0.1,5,0.75,0.5321383647798742,0.5788679245283019,0.5644905660377358,0.6429811320754717,0.589712369630051,0.5666599387833909,0.5567077345601881,0.5824827395622183,0.5652136902862875,0.6142233329037105,0.5321383647798742,0.5788679245283019,0.5644905660377358,0.6429811320754717,2.1192452830188677,5.446037735849057,5.759245283018868,6.716981132075472,2.0,5.0,6.0,6.0
169,169,30,0.1,5,0.8,0.5321383647798742,0.5742767295597484,0.5642389937106917,0.6296477987421384,0.6048877092188506,0.5689886692033147,0.572092091794158,0.5844803894461158,0.5658222188748994,0.6104625630928115,0.5321383647798742,0.5742767295597484,0.5642389937106917,0.6296477987421384,2.1192452830188677,5.0966037735849055,5.642264150943396,6.050566037735849,2.0,5.0,6.0,5.0
170,170,30,0.1,10,0.75,0.5321383647798742,0.5949056603773585,0.5931949685534591,0.6600754716981132,0.555330253824006,0.5201100838484818,0.5192209972056264,0.5817138581929077,0.5688333403184667,0.6131239802006175,0.5321383647798742,0.5949056603773585,0.5931949685534591,0.6600754716981132,2.1192452830188677,6.818867924528302,8.566037735849056,8.61811320754717,2.0,6.0,8.0,8.0
171,171,30,0.1,10,0.8,0.5321383647798742,0.590251572327044,0.591685534591195,0.6450817610062893,0.5742086668711028,0.5240154238593561,0.5362819786235095,0.5849039371750636,0.5691288310139154,0.6088151668786961,0.5321383647798742,0.590251572327044,0.591685534591195,0.6450817610062893,2.1192452830188677,6.132830188679245,8.229433962264151,7.627924528301887,2.0,6.0,8.0,7.0
172,172,30,0.1,15,0.75,0.5321383647798742,0.6195723270440251,0.6106037735849056,0.6618113207547168,0.5333545798508786,0.49288038067617274,0.4983594841397364,0.590833077979643,0.571362642615328,0.60732737521639,0.5321383647798742,0.6195723270440251,0.6106037735849056,0.6618113207547168,2.1192452830188677,7.463396226415094,10.991698113207548,9.915471698113208,2.0,7.0,10.0,9.0
173,173,30,0.1,15,0.8,0.5321383647798742,0.6155597484276729,0.6089685534591195,0.6545157232704403,0.5461130239615641,0.49770110385974853,0.5161133995735644,0.5924108402723033,0.5718794035926625,0.6083816153714817,0.5321383647798742,0.6155597484276729,0.6089685534591195,0.6545157232704403,2.1192452830188677,6.80377358490566,10.41132075471698,8.579622641509435,2.0,6.0,10.0,8.0
174,174,30,0.1,20,0.75,0.5321383647798742,0.621874213836478,0.6247295597484277,0.6702389937106917,0.5169924432434629,0.4754946951997265,0.485607312266968,0.5869136236388063,0.5749846048988606,0.6086950998961171,0.5321383647798742,0.621874213836478,0.6247295597484277,0.6702389937106917,2.1192452830188677,7.953207547169812,12.993962264150943,10.795471698113207,2.0,8.0,12.0,10.0
175,175,30,0.1,20,0.8,0.5321383647798742,0.6168427672955974,0.6189433962264151,0.6528805031446541,0.5300989112630733,0.48120067714309644,0.5015821514075561,0.5879281486180893,0.5730291565319755,0.6024477192322881,0.5321383647798742,0.6168427672955974,0.6189433962264151,0.6528805031446541,2.1192452830188677,7.31622641509434,12.024905660377359,9.417358490566038,2.0,7.0,11.0,8.0
176,176,30,0.15000000000000002,5,0.75,0.5321383647798742,0.5740880503144654,0.5609685534591194,0.6220125786163522,0.6007063162159434,0.5869153311381582,0.5829913755597513,0.5829608056149581,0.5696174793521324,0.6090055109308186,0.5321383647798742,0.5740880503144654,0.5609685534591194,0.6220125786163522,2.1192452830188677,5.120754716981132,5.240754716981132,5.779622641509434,2.0,5.0,5.0,5.0
177,177,30,0.15000000000000002,5,0.8,0.5321383647798742,0.5708805031446541,0.5603396226415094,0.6123018867924528,0.613893848589425,0.5885504624197989,0.5971018660935559,0.5852182849595777,0.5697432359009392,0.6072352132261538,0.5321383647798742,0.5708805031446541,0.5603396226415094,0.6123018867924528,2.1192452830188677,4.8233962264150945,5.170566037735849,5.35622641509434,2.0,4.0,5.0,5.0
178,178,30,0.15000000000000002,10,0.75,0.5321383647798742,0.5889937106918239,0.5871572327044026,0.6304025157232704,0.5815981415937548,0.5425234282273224,0.5468866687885063,0.5865285209924676,0.5722792978787091,0.602563900078349,0.5321383647798742,0.5889937106918239,0.5871572327044026,0.6304025157232704,2.1192452830188677,5.861886792452831,7.582641509433962,7.193962264150944,2.0,5.0,7.0,7.0
179,179,30,0.15000000000000002,10,0.8,0.5321383647798742,0.5851572327044025,0.5853333333333333,0.6243018867924529,0.5932546355238195,0.5444322483350057,0.5637020270643159,0.5878563669775415,0.5716996383338907,0.6041019335497406,0.5321383647798742,0.5851572327044025,0.5853333333333333,0.6243018867924529,2.1192452830188677,5.4596226415094335,7.428679245283019,6.491320754716981,2.0,5.0,7.0,6.0
180,180,30,0.15000000000000002,15,0.75,0.5321383647798742,0.6105911949685534,0.6025660377358489,0.6392704402515723,0.5601132490684163,0.522404463615899,0.5273960137706294,0.593765213001841,0.575845513029199,0.6019789647579247,0.5321383647798742,0.6105911949685534,0.6025660377358489,0.6392704402515723,2.1192452830188677,6.356981132075472,9.408301886792453,7.990943396226415,2.0,6.0,8.0,7.0
181,181,30,0.15000000000000002,15,0.8,0.5321383647798742,0.6056855345911949,0.5994842767295597,0.6266289308176101,0.5713817324888018,0.5261476934712742,0.5437567640443592,0.5942509338903972,0.575038748976798,0.5990048752265265,0.5321383647798742,0.6056855345911949,0.5994842767295597,0.6266289308176101,2.1192452830188677,5.98188679245283,9.027924528301886,7.1464150943396225,2.0,6.0,7.0,7.0
182,182,30,0.15000000000000002,20,0.75,0.5321383647798742,0.6112452830188679,0.610930817610063,0.6426037735849057,0.5447585320967848,0.5088791358387291,0.5186475971952419,0.5890830327115069,0.5769135903529516,0.6012850481216844,0.5321383647798742,0.6112452830188679,0.610930817610063,0.6426037735849057,2.1192452830188677,6.790188679245283,10.733584905660377,8.554716981132076,2.0,6.0,9.0,8.0
183,183,30,0.15000000000000002,20,0.8,0.5321383647798742,0.6036981132075472,0.6048301886792452,0.6288930817610063,0.559276080672259,0.5133964121249237,0.5346589993915242,0.5888907690291177,0.5743522631611381,0.5974817209711789,0.5321383647798742,0.6036981132075472,0.6048301886792452,0.6288930817610063,2.1192452830188677,6.283018867924528,10.091320754716982,7.562264150943396,2.0,6.0,8.0,7.0
184,184,30,0.2,5,0.75,0.5321383647798742,0.569874213836478,0.556503144654088,0.5981509433962264,0.6120896480585025,0.6015312526305621,0.602934880680778,0.5839460252438194,0.5715125139795794,0.5997455891577436,0.5321383647798742,0.569874213836478,0.556503144654088,0.5981509433962264,2.1192452830188677,4.895849056603773,4.907924528301887,5.073207547169812,2.0,5.0,4.0,5.0
185,185,30,0.2,5,0.8,0.5321383647798742,0.5681761006289308,0.5560628930817609,0.5998867924528302,0.6260874336292076,0.6025686091372332,0.6158494367115918,0.5874798782956897,0.571564798433585,0.6052076738724174,0.5321383647798742,0.5681761006289308,0.5560628930817609,0.5998867924528302,2.1192452830188677,4.60377358490566,4.878490566037736,4.778867924528302,2.0,4.0,4.0,4.0
186,186,30,0.2,10,0.75,0.5321383647798742,0.5815723270440252,0.576062893081761,0.6130817610062893,0.5965602668655923,0.5669696651136357,0.5729278050863392,0.5865683069845475,0.5730318170923859,0.5996971090329727,0.5321383647798742,0.5815723270440252,0.576062893081761,0.6130817610062893,2.1192452830188677,5.412830188679245,6.78566037735849,6.038490566037736,2.0,5.0,5.0,6.0
187,187,30,0.2,10,0.8,0.5321383647798742,0.5766666666666667,0.5749308176100628,0.6060377358490566,0.6092652874186266,0.5693738985437288,0.5887806413176413,0.5875328735839866,0.5730785112546181,0.6002853710052515,0.5321383647798742,0.5766666666666667,0.5749308176100628,0.6060377358490566,2.1192452830188677,5.064905660377359,6.678490566037736,5.54188679245283,2.0,5.0,5.0,5.0
188,188,30,0.2,15,0.75,0.5321383647798742,0.6015345911949685,0.585685534591195,0.6186163522012579,0.5771990780135271,0.5548093295828228,0.5583847370627082,0.5934227534678214,0.5753934662550709,0.5985391471550746,0.5321383647798742,0.6015345911949685,0.585685534591195,0.6186163522012579,2.1192452830188677,5.786415094339622,7.876981132075472,6.63622641509434,2.0,5.0,6.0,6.0
189,189,30,0.2,15,0.8,0.5321383647798742,0.596377358490566,0.5841761006289308,0.609056603773585,0.590992119712642,0.5572576631192037,0.573612075100588,0.5945822788979246,0.5752032881256884,0.597241760882586,0.5321383647798742,0.596377358490566,0.5841761006289308,0.609056603773585,2.1192452830188677,5.401509433962264,7.687547169811321,5.996981132075471,2.0,5.0,6.0,6.0
190,190,30,0.2,20,0.75,0.5321383647798742,0.6005283018867925,0.5914088050314465,0.6178364779874214,0.567416250846663,0.5382439956404373,0.5518295032786252,0.5894909515400827,0.5736872019011101,0.5958341530844894,0.5321383647798742,0.6005283018867925,0.5914088050314465,0.6178364779874214,2.1192452830188677,6.051320754716981,8.871698113207547,6.809056603773585,2.0,6.0,7.0,6.0
191,191,30,0.2,20,0.8,0.5321383647798742,0.5938616352201257,0.5904025157232704,0.609874213836478,0.5802559916783182,0.5412415872477712,0.5683561493078706,0.5893264207061898,0.5740155395647707,0.5960348589936089,0.5321383647798742,0.5938616352201257,0.5904025157232704,0.609874213836478,2.1192452830188677,5.6611320754716985,8.604528301886793,6.185660377358491,2.0,5.0,7.0,6.0
192,192,30,0.25,5,0.75,0.5321383647798742,0.5627044025157233,0.5542389937106919,0.5933836477987422,0.6288972696656719,0.6092194450447482,0.6166786080945068,0.5847686915657061,0.572565810822044,0.601148634563997,0.5321383647798742,0.5627044025157233,0.5542389937106919,0.5933836477987422,2.1192452830188677,4.542641509433962,4.76377358490566,4.747924528301887,2.0,4.0,4.0,4.0
193,193,30,0.25,5,0.8,0.5321383647798742,0.5610691823899371,0.5537987421383648,0.5839496855345913,0.6373364533338816,0.6096657627180665,0.6269594457229504,0.5864916060379186,0.5724210823315987,0.5982862722640443,0.5321383647798742,0.5610691823899371,0.5537987421383648,0.5839496855345913,2.1192452830188677,4.352452830188679,4.730566037735849,4.489056603773585,2.0,4.0,4.0,4.0
194,194,30,0.25,10,0.75,0.5321383647798742,0.5724528301886792,0.5724150943396227,0.6004150943396226,0.6160960194402847,0.579030418737429,0.5892063903152025,0.5870005599392144,0.5746202024722248,0.5966788596648159,0.5321383647798742,0.5724528301886792,0.5724150943396227,0.6004150943396226,2.1192452830188677,4.830188679245283,6.320754716981132,5.569811320754717,2.0,4.0,5.0,5.0
195,195,30,0.25,10,0.8,0.5321383647798742,0.5693081761006289,0.5716603773584905,0.5946918238993711,0.6228318578433345,0.5807532490705083,0.6035663747782136,0.5871494033481974,0.5746913345958298,0.597650007525652,0.5321383647798742,0.5693081761006289,0.5716603773584905,0.5946918238993711,2.1192452830188677,4.689056603773585,6.2181132075471695,5.110188679245283,2.0,4.0,5.0,5.0
196,196,30,0.25,15,0.75,0.5321383647798742,0.5896477987421384,0.5791446540880503,0.6022389937106919,0.5992648858902071,0.5691352496583875,0.5770329109987608,0.5928534944581613,0.5758081859448293,0.5938369661400481,0.5321383647798742,0.5896477987421384,0.5791446540880503,0.6022389937106919,2.1192452830188677,5.194716981132076,7.138867924528302,5.947924528301887,2.0,5.0,5.0,6.0
197,197,30,0.25,15,0.8,0.5321383647798742,0.5793962264150944,0.5784528301886793,0.5944402515723269,0.6089498974496468,0.5710262282425643,0.5940838937243396,0.5892474500932785,0.575977296206641,0.5943214656229978,0.5321383647798742,0.5793962264150944,0.5784528301886793,0.5944402515723269,2.1192452830188677,4.9954716981132075,6.986415094339622,5.406792452830189,2.0,5.0,5.0,5.0
198,198,30,0.25,20,0.75,0.5321383647798742,0.5889559748427672,0.5814088050314464,0.5990314465408805,0.5903103152577176,0.5572429862354221,0.5710647115042011,0.5894074216477506,0.5733535320994383,0.589709201528654,0.5321383647798742,0.5889559748427672,0.5814088050314464,0.5990314465408805,2.1192452830188677,5.451320754716981,7.773584905660377,6.0460377358490565,2.0,5.0,6.0,6.0
199,199,30,0.25,20,0.8,0.5321383647798742,0.5810314465408805,0.5806540880503144,0.593811320754717,0.6028806820546975,0.560053661051551,0.5885517795827615,0.5883145250454861,0.5737872790507266,0.5920581403640651,0.5321383647798742,0.5810314465408805,0.5806540880503144,0.593811320754717,2.1192452830188677,5.169811320754717,7.565283018867924,5.519245283018868,2.0,5.0,5.0,5.0
200,200,30,0.3,5,0.75,0.5321383647798742,0.56062893081761,0.5537987421383648,0.5763396226415093,0.6363731508630274,0.6141347655744124,0.6235582549529199,0.5858770041660825,0.5739107499503806,0.5920791667453128,0.5321383647798742,0.56062893081761,0.5537987421383648,0.5763396226415093,2.1192452830188677,4.3592452830188675,4.638490566037736,4.558490566037736,2.0,4.0,4.0,4.0
201,201,30,0.3,5,0.8,0.5321383647798742,0.5591194968553459,0.5536100628930818,0.572566037735849,0.6454634727560258,0.6148310144675864,0.6312801460854249,0.5879008221555725,0.57401704675125,0.5921374071857076,0.5321383647798742,0.5591194968553459,0.5536100628930818,0.572566037735849,2.1192452830188677,4.172075471698113,4.60377358490566,4.345660377358491,2.0,4.0,4.0,4.0
202,202,30,0.3,10,0.75,0.5321383647798742,0.5711949685534591,0.5714716981132075,0.584377358490566,0.6305578812063193,0.5881415260815974,0.6007562585423964,0.5909826061044124,0.5770283074360042,0.5898369918411762,0.5321383647798742,0.5711949685534591,0.5714716981132075,0.584377358490566,2.1192452830188677,4.569811320754717,5.998490566037736,5.201509433962264,2.0,4.0,5.0,5.0
203,203,30,0.3,10,0.8,0.5321383647798742,0.5668553459119496,0.5714716981132075,0.5816100628930817,0.6387218177388223,0.590331976207209,0.6170338498066106,0.5908108365209072,0.5777584574778747,0.593417991864258,0.5321383647798742,0.5668553459119496,0.5714716981132075,0.5816100628930817,2.1192452830188677,4.3894339622641505,5.917735849056604,4.764528301886792,2.0,4.0,4.0,4.0
204,204,30,0.3,15,0.75,0.5321383647798742,0.5869433962264151,0.5770691823899371,0.5871446540880504,0.6149292457013905,0.5813145776089094,0.5926373311941844,0.5962720127180736,0.5784843141295944,0.5889755464567618,0.5321383647798742,0.5869433962264151,0.5770691823899371,0.5871446540880504,2.1192452830188677,4.916981132075471,6.52377358490566,5.368301886792453,2.0,5.0,5.0,5.0
